HPworkload,ground truth,random,prediction,_Threads,_Compute (SM) Throughput,_DRAM Throughput,_Memory Throughput,_Registers,_Static Shared Memory,exclusive_throughput,sm%,mem%,memcap,ground truth value
whisper-large-v2_batch8-inf,1.0,0.3674855031148093,1.0,0.07902106275912374,0.9593278425509489,1.0,0.2400614301260157,0.07902106275912374,0.07045306773335827,0.9593278425509489,0.07902106275912374,0.2400614301260157,1.0,63.432861246081565
vit-base-patch16-224_batch8-inf,1.0,0.6836953104287885,0.8674499218624596,0.8475508953643445,0.9821456060138438,0.8475508953643445,0.8475508953643445,0.8475508953643445,0.8475508953643445,0.6347283312557248,0.48577541522297707,0.8475508953643445,0.8719359223002174,164.68619473544885
albert-base-v2_batch2-train,1.0,0.5183078726812193,0.9327473081304968,0.7060050740300098,0.9118106417235419,0.7060050740300098,0.7060050740300098,0.7060050740300098,0.08573433911394603,0.6886976108755235,0.2409788861793479,0.7060050740300098,0.6881957758535503,100.3471630584049
bert-base-cased_batch8-inf,1.0,0.660374997974563,0.7497007093472036,0.8492484265236528,0.9460930204107993,0.8492484265236528,0.8492484265236528,0.8492484265236528,0.4200940524437016,0.7466199559173542,0.425570367026222,0.8492484265236528,0.7196597669367438,150.99680863628137
wav2vec2-base-960h_batch8-inf,1.0,0.597826451695717,0.7896620849932613,0.7661181000747064,0.9902907401573539,0.7661181000747064,0.7661181000747064,0.7661181000747064,0.21474764749201114,0.8170276933133359,0.47741268319685826,0.7661181000747064,0.7068441768316699,120.63426590505317
bert-base-cased_batch8-train,1.0,0.49580348584978634,0.8186076151158612,0.6367572013849245,0.8846027208142897,0.6367572013849245,0.6367572013849245,0.6367572013849245,0.14250373842507935,0.9281510999578694,0.26646397415091333,0.6367572013849245,0.8186076151158612,94.56497148992443
bert-base-cased_batch16-inf,1.0,0.6460980182354901,0.775804652083366,0.9307997442515209,0.9307997442515209,0.9307997442515209,0.7147995820164955,0.9307997442515209,0.44088293183265936,0.6592250729665194,0.6182396137378569,0.7147995820164955,0.7517407404743053,145.3165178952383
vit_h_14_batch8-train,1.0,0.45554046459911623,0.9574444325669773,0.7829341463800602,0.11161524205369235,0.7829341463800602,0.7829341463800602,0.7829341463800602,0.08765913587061978,0.9574444325669773,0.13866097153499876,0.7829341463800602,0.9574444325669773,70.24698151314354
vit-base-patch16-224_batch16-inf,1.0,0.6158312002752319,0.9168759341294026,1.0,1.0,1.0,0.7234784762002893,1.0,0.3608862720942287,0.7519658341707015,0.48945445739378673,0.7234784762002893,0.9168759341294026,164.68619473544885
whisper-large-v2_batch16-inf,1.0,0.31356482339747643,0.6371425351187133,0.3350483984690859,1.0,0.3350483984690859,0.3350483984690859,0.3350483984690859,0.09691074989343255,1.0,0.11512781327859814,0.3350483984690859,0.3350483984690859,46.115004525352035
wav2vec2-base-960h_batch16-inf,1.0,0.7174514190501717,0.7209556145269895,0.7209556145269895,0.8440919818594271,0.7209556145269895,0.7209556145269895,0.7209556145269895,0.7209556145269895,0.7735589159373564,0.5543157707364174,0.7209556145269895,0.6769869359071918,123.8383918006404
albert-base-v2_batch16-train,1.0,0.5546830258037783,0.8425494915750965,0.6894679254398438,0.9353966800994905,0.6894679254398438,0.6894679254398438,0.6894679254398438,0.19131773870767432,1.0,0.37005402136749815,0.6894679254398438,0.6121217939728244,76.26824051724324
wav2vec2-base-960h_batch2-inf,1.0,0.5505580830822158,1.0,0.7782071968695128,0.9362292935767959,0.7782071968695128,0.7782071968695128,0.7782071968695128,0.12780677623243122,0.6357292442147153,0.35087164938969445,0.7782071968695128,0.7058265126335805,119.14691721842664
albert-base-v2_batch8-train,1.0,0.4595094639905561,1.0,0.8648474839143732,0.8648474839143732,0.8648474839143732,0.8648474839143732,0.8648474839143732,0.21649247331875762,0.9248744559537534,0.2778883294133905,1.0,0.5796021446962236,92.50244247345861
vit-base-patch16-224_batch2-inf,1.0,0.588589970281189,0.9187123140753355,0.8619407417410206,1.0,0.8619407417410206,0.8619407417410206,0.8619407417410206,0.38137975586815437,0.639647710884414,0.4534389767182208,0.8619407417410206,0.9194540049108875,139.57993180217647
bert-base-cased_batch16-train,1.0,0.49496818970420725,1.0,1.0,1.0,1.0,0.5717007991984785,1.0,0.1842033823262342,0.6579126479085039,0.3756197529592643,0.5717007991984785,0.6579126479085039,76.23065720097128
bert-base-cased_batch2-inf,1.0,0.6113594205831538,0.7567513898553262,0.8937400618301844,1.0,0.8937400618301844,0.8937400618301844,0.8937400618301844,0.8937400618301844,0.5838399737438961,0.6462781442162702,0.8937400618301844,0.726479381278119,143.5958090967668
bert-base-cased_batch2-train,1.0,0.4929511977652842,0.9304533960046943,0.7111853388365563,1.0,0.7111853388365563,0.7111853388365563,0.7111853388365563,0.17124130562754725,0.6892719279087695,0.19633391028838287,0.7111853388365563,0.6964830732245132,99.59142512302661
vit_h_14_batch16-train,1.0,0.6674633037914689,0.8308877373737784,0.8308877373737784,1.0,0.8308877373737784,0.8308877373737784,0.8308877373737784,0.8308877373737784,1.0,0.3125775145247147,0.8308877373737784,1.0,64.06757245336577
vit_h_14_batch2-train,1.0,0.3672968752202588,0.8685768468604965,0.6819940662041939,0.968078505465862,0.6819940662041939,0.6819940662041939,0.6819940662041939,0.05401270571579814,0.968078505465862,0.08230815809032595,0.6819940662041939,1.0,92.80283302029225
whisper-large-v2_batch2-inf,1.0,0.41536153583735713,1.0,0.7367647965330117,0.7367647965330117,0.7367647965330117,0.7367647965330117,0.7367647965330117,0.04772723901448299,0.9940672279288373,0.06504381840805921,0.8201087807018417,1.0,85.42378243161039
