HPworkload,ground truth,random,prediction,_PCIe read bandwidth,_PCIe write bandwidth,_Long_Kernel,_ave_Kernel_Length,_long/short_Ratio,_avg_Thread,sm%,mem%,CPU%,MainMem%,ground truth value
whisper-large-v2_batch8-inf,1.0,0.7597313128334389,0.5194626256668778,0.5194626256668778,0.5194626256668778,1.0,1.0,1.0,1.0,1.0,0.5194626256668778,0.5194626256668778,1.0,8.603197706771724
vit-base-patch16-224_batch8-inf,1.0,0.6977067600088251,1.0,1.0,1.0,0.49460631117065734,0.5656876308266504,0.5656876308266504,1.0,0.49460631117065734,0.689655116862037,0.49460631117065734,0.5656876308266504,161.7458225305613
albert-base-v2_batch2-train,1.0,0.36786462544496845,1.0,1.0,1.0,0.32761304566527455,0.33881288532831083,0.33881288532831083,0.32761304566527455,0.36392560922051476,1.0,0.36392560922051476,0.33881288532831083,91.49761114342107
bert-base-cased_batch8-inf,1.0,0.6444088078851283,0.7466199559173542,0.425570367026222,0.7466199559173542,0.44542386002609907,0.6308762867013781,0.6308762867013781,0.5126704761776406,0.425570367026222,1.0,0.7497007093472036,0.425570367026222,150.99680863628137
wav2vec2-base-960h_batch8-inf,1.0,0.704526808284263,1.0,0.43748402354698124,0.43748402354698124,0.6190880502607652,0.6686576771646984,0.6686576771646984,1.0,0.43748402354698124,0.6190880502607652,0.7974042904488703,0.43748402354698124,119.46299647145413
bert-base-cased_batch8-train,1.0,0.5443515346683183,0.5283209409844547,0.39843953906845997,1.0,0.37517370919560766,0.5283209409844547,0.22451886709130514,0.37517370919560766,0.39843953906845997,0.5283209409844547,0.8819766686189561,0.39843953906845997,87.77058230585791
bert-base-cased_batch16-inf,1.0,0.8040096648138725,0.9213654237532015,1.0,1.0,0.7969011426750537,0.4090485838332266,0.7532292761074891,0.9689819962481033,0.7969011426750537,0.9213654237532015,1.0,0.9689819962481033,112.73723060768157
vit_h_14_batch8-train,1.0,0.7124194592183066,0.8177332487912197,1.0,1.0,0.8177332487912197,0.8177332487912197,0.8177332487912197,0.8177332487912197,0.31952512886369994,0.8177332487912197,1.0,0.31952512886369994,67.25758135439466
vit-base-patch16-224_batch16-inf,1.0,0.7836858193816799,1.0,0.9442358002821596,0.9442358002821596,0.612057385578228,0.612057385578228,0.612057385578228,0.612057385578228,0.5784500916663324,1.0,0.9442358002821596,0.5784500916663324,159.91430169366595
whisper-large-v2_batch16-inf,1.0,0.33279180449296397,1.0,1.0,1.0,0.09691074989343255,0.16430429476399308,0.16430429476399308,0.16430429476399308,0.3044983956501828,0.09691074989343255,0.3044983956501828,0.16430429476399308,46.115004525352035
albert-base-v2_batch16-train,1.0,0.6813000938763188,0.8183114847662233,0.5413099371465744,0.5413099371465744,0.8183114847662233,0.8183114847662233,0.3706513066898834,0.8183114847662233,0.5413099371465744,0.8183114847662233,1.0,0.5413099371465744,64.25976727113047
wav2vec2-base-960h_batch2-inf,1.0,0.6959288131922633,1.0,0.9311812808543755,0.9311812808543755,0.8312143213297982,0.8312143213297982,0.8312143213297982,0.8312143213297982,0.39069101870497974,0.8312143213297982,0.39069101870497974,0.7539034694556733,111.54883413926055
albert-base-v2_batch8-train,1.0,0.4941544336782469,0.8648474839143732,0.8648474839143732,1.0,0.35442290399174053,0.3599723746445445,0.3599723746445445,0.35442290399174053,0.2778883294133905,1.0,0.36962648534646164,0.3599723746445445,92.50244247345861
vit-base-patch16-224_batch2-inf,1.0,0.665228898466847,0.722478723956488,0.40973664227215084,0.40973664227215084,0.9374484608662497,0.9374484608662497,0.9374484608662497,0.9374484608662497,0.4931611307323281,0.9374484608662497,0.40973664227215084,1.0,128.3373273006997
bert-base-cased_batch16-train,1.0,0.7051550397797987,1.0,0.8413961733028941,0.8413961733028941,0.6570215635274277,0.3222024222888728,0.3222024222888728,0.6570215635274277,0.6570215635274277,1.0,0.8413961733028941,0.8413961733028941,43.581127645220526
bert-base-cased_batch2-inf,1.0,0.7638212889317718,1.0,0.8511969904886626,0.8511969904886626,1.0,1.0,1.0,1.0,0.7231164538969348,1.0,0.8511969904886626,0.8128531015947164,128.3373273006997
bert-base-cased_batch2-train,1.0,0.4535527177492735,1.0,0.3364355870904418,0.3364355870904418,0.288752404491049,0.30626085728570646,0.30626085728570646,0.288752404491049,0.19977347060148506,1.0,0.33496199234486107,0.7086847124313713,97.87672941119317
vit_h_14_batch2-train,1.0,0.5040870377880582,0.6819940662041939,0.968078505465862,0.968078505465862,0.6819940662041939,0.6819940662041939,0.6819940662041939,0.6819940662041939,0.08230815809032595,0.6819940662041939,0.3085438202030982,1.0,92.80283302029225
whisper-large-v2_batch2-inf,1.0,0.3892222637627726,1.0,0.28048531609453886,1.0,0.2320637297706609,0.04434000918589089,0.04434000918589089,0.2320637297706609,0.28048531609453886,0.04434000918589089,0.28048531609453886,0.28048531609453886,84.91698260098705
