HPworkload,ground truth,random,prediction,_PCIe read bandwidth,_PCIe write bandwidth,_Long_Kernel,_ave_Kernel_Length,_long/short_Ratio,_avg_Thread,sm%,mem%,CPU%,MainMem%,ground truth value
whisper-large-v2_batch8-inf,1.0,0.524081471728739,0.3356584577323057,1.0,1.0,1.0,0.18963600941092573,0.18963600941092573,0.3356584577323057,0.18963600941092573,0.3356584577323057,0.18963600941092573,0.18963600941092573,45.36689911107177
vit-base-patch16-224_batch8-inf,1.0,0.6251395084826427,0.689655116862037,1.0,1.0,0.5600121503048471,0.5656876308266504,0.5656876308266504,0.5600121503048471,0.44087584173166394,0.689655116862037,0.49460631117065734,0.5656876308266504,161.7458225305613
albert-base-v2_batch2-train,1.0,0.5852931502671125,0.9190952875008682,0.9401992213113318,0.9401992213113318,1.0,0.31140132624982253,0.31140132624982253,0.9190952875008682,0.31140132624982253,1.0,0.9401992213113318,0.6936939157338539,99.55182274105027
bert-base-cased_batch8-inf,1.0,0.7194415742187295,1.0,0.5011141071738792,0.5011141071738792,1.0,1.0,0.7299054122704766,1.0,0.5011141071738792,1.0,0.8827813934446228,0.847407830807091,128.23380214445507
wav2vec2-base-960h_batch8-inf,1.0,0.5365498045071321,1.0,0.4556389969952503,1.0,0.5350482701004805,0.5408816857225652,0.5408816857225652,0.5350482701004805,0.4556389969952503,1.0,0.47741268319685826,0.5408816857225652,120.63426590505317
bert-base-cased_batch8-train,1.0,0.5519633237871858,1.0,0.9281510999578694,0.9281510999578694,0.6367572013849245,0.6367572013849245,0.20838743345208954,0.6367572013849245,0.34821789086517707,0.6367572013849245,0.8186076151158612,0.6032184485446053,94.56497148992443
bert-base-cased_batch16-inf,1.0,0.7228125346761786,1.0,0.6232791932763262,0.6232791932763262,1.0,1.0,0.7828663053186059,1.0,0.7341938012620755,1.0,0.6232791932763262,0.6991572843082918,122.3660942640039
vit_h_14_batch8-train,1.0,0.512463350434921,1.0,0.35459610601893665,0.35459610601893665,1.0,0.11161524205369235,0.11161524205369235,0.13866097153499876,0.13866097153499876,1.0,0.9574444325669773,0.9574444325669773,70.24698151314354
vit-base-patch16-224_batch16-inf,1.0,0.5535653130469792,1.0,0.5913478062210746,0.5913478062210746,0.43927891857796203,0.6225323294207489,0.6225323294207489,0.5913478062210746,0.6225323294207489,1.0,0.5913478062210746,0.6225323294207489,159.91430169366595
whisper-large-v2_batch16-inf,1.0,0.3696770214892818,0.6371425351187133,1.0,1.0,0.15226486939478756,0.16430429476399308,0.16430429476399308,0.15226486939478756,0.15226486939478756,0.6371425351187133,0.3044983956501828,0.16430429476399308,46.115004525352035
wav2vec2-base-960h_batch16-inf,1.0,0.8582893037078682,0.7165786074157361,1.0,1.0,0.7165786074157361,0.7165786074157361,0.7165786074157361,0.7165786074157361,0.7165786074157361,1.0,1.0,0.7165786074157361,95.79629211272899
albert-base-v2_batch16-train,1.0,0.6364914865476599,0.6121217939728244,0.45608041232739366,1.0,0.44130907923320595,0.6121217939728244,0.6121217939728244,0.44130907923320595,0.45608041232739366,0.8425494915750965,0.8425494915750965,0.6121217939728244,76.26824051724324
wav2vec2-base-960h_batch2-inf,1.0,0.5670632115103403,1.0,0.9311812808543755,0.9311812808543755,0.44467142058944914,0.1365122594531888,0.1365122594531888,0.44467142058944914,0.45964818957769876,0.5817276601304742,0.4157016699671961,0.44467142058944914,111.54883413926055
albert-base-v2_batch8-train,1.0,0.6056498315632165,0.9350971673474547,1.0,1.0,0.6758935567116803,0.6758935567116803,0.23423887754291864,0.6758935567116803,0.3004605950834972,0.6758935567116803,0.39965044224871976,0.6266819685256887,85.55314615703341
vit-base-patch16-224_batch2-inf,1.0,0.7659663976314353,0.9374484608662497,0.9534723594273944,0.9534723594273944,0.9374484608662497,0.9374484608662497,0.9374484608662497,0.9374484608662497,0.4505689923592188,0.9374484608662497,0.9991933355756889,1.0,128.3373273006997
bert-base-cased_batch16-train,1.0,0.6274074928294868,0.4802604342820521,0.7100005286870427,0.7100005286870427,0.693803840117359,0.2799815186891671,0.4802604342820521,0.693803840117359,0.7100005286870427,0.4802604342820521,0.7311409291932361,1.0,50.153113530896476
bert-base-cased_batch2-inf,1.0,0.6018105486784163,1.0,0.3637714232522532,0.3637714232522532,1.0,1.0,0.5381013863088698,1.0,0.41776321180224035,1.0,0.8467242570570963,0.8128531015947164,128.3373273006997
bert-base-cased_batch2-train,1.0,0.4715047565131034,1.0,0.3715831973370352,0.3715831973370352,0.7819414215355934,0.7819414215355934,0.13339957837486455,0.7819414215355934,0.2158672409609697,0.7819414215355934,0.38415286466716925,0.3715831973370352,90.57962587816581
vit_h_14_batch2-train,1.0,0.45918444646181616,0.5707143305519351,1.0,1.0,0.21764337486040103,0.6118144938660363,0.6118144938660363,0.21764337486040103,0.08502219357790342,0.5707143305519351,0.28612229269591116,0.28612229269591116,89.84042789328248
whisper-large-v2_batch2-inf,1.0,0.32482723684752196,0.5740587408986941,0.28196545972696674,0.28196545972696674,0.14145105212560766,0.5740587408986941,0.04407695001775774,0.14145105212560766,0.23459360327590895,0.5740587408986941,1.0,0.23459360327590895,85.42378243161039
