HPworkload,ground truth,random,prediction,_Threads,_Compute (SM) Throughput,_DRAM Throughput,_Memory Throughput,_Registers,_Static Shared Memory,exclusive_throughput,sm%,mem%,memcap,ground truth value
whisper-large-v2_batch8-inf,1.0,0.5516128299072112,0.5196046195553479,0.5196046195553479,0.2691137606130283,1.0,1.0,0.5196046195553479,0.40437859799920406,0.5649671713684755,0.5196046195553479,1.0,0.5649671713684755,15.227783387719459
vit-base-patch16-224_batch8-inf,1.0,0.697060371275443,0.9821456060138438,0.9821456060138438,0.9821456060138438,0.9821456060138438,0.9821456060138438,0.9821456060138438,0.9821456060138438,0.8674499218624596,0.43300427075440856,1.0,0.8674499218624596,164.68619473544885
albert-base-v2_batch2-train,1.0,0.5289155012249609,0.9118106417235419,0.7060050740300098,0.9118106417235419,0.7060050740300098,0.7060050740300098,0.7060050740300098,0.08573433911394603,1.0,0.33183124328298846,0.7060050740300098,0.9327473081304968,100.3471630584049
bert-base-cased_batch8-inf,1.0,0.7105101459993274,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7924175458156102,0.44981873647206144,1.0,0.7606649149829509,142.8570267550909
wav2vec2-base-960h_batch8-inf,1.0,0.6618734790425093,1.0,0.7736294696171478,1.0,0.7736294696171478,0.7736294696171478,0.7736294696171478,0.17368611768929346,0.8250382036123179,0.43748402354698124,0.7736294696171478,0.7974042904488703,119.46299647145413
bert-base-cased_batch8-train,1.0,0.43911899067514204,0.6367572013849245,0.6367572013849245,0.6032184485446053,0.6367572013849245,0.6367572013849245,0.6367572013849245,0.11278635473234923,0.6032184485446053,0.36760076136275066,0.6367572013849245,0.6032184485446053,94.56497148992443
bert-base-cased_batch16-inf,1.0,0.7018096816280803,0.8420659676983189,0.8420659676983189,0.7517407404743053,0.8420659676983189,0.8420659676983189,0.8420659676983189,0.8420659676983189,0.6592250729665194,0.5887365551843904,0.8420659676983189,0.7517407404743053,145.3165178952383
vit_h_14_batch8-train,1.0,0.41990987342942093,1.0,1.0,0.14256019177315443,1.0,1.0,1.0,0.11196233588216416,1.0,0.4510767667634024,1.0,1.0,54.9987605067689
vit-base-patch16-224_batch16-inf,1.0,0.7041112971030854,1.0,1.0,1.0,1.0,0.7234784762002893,1.0,0.5742131065802641,0.8823843317812649,0.5616891119626276,0.7234784762002893,0.8823843317812649,164.68619473544885
whisper-large-v2_batch16-inf,1.0,0.5301013786604615,0.7446484508152941,0.7446484508152941,0.7446484508152941,0.7446484508152941,0.7446484508152941,0.7446484508152941,0.21835179898513768,1.0,0.3384102106635895,0.7446484508152941,0.7446484508152941,20.749064064656633
wav2vec2-base-960h_batch16-inf,1.0,0.9375794279915033,1.0,0.8751588559830068,1.0,0.8751588559830068,0.8751588559830068,0.8751588559830068,0.8751588559830068,1.0,1.0,1.0,0.8751588559830068,95.79629211272899
albert-base-v2_batch16-train,1.0,0.6018942441817244,1.0,0.4585299217674992,1.0,0.8425494915750965,0.6852544651203087,0.4585299217674992,0.3252817017560424,1.0,0.45608041232739366,0.6852544651203087,0.8425494915750965,76.26824051724324
wav2vec2-base-960h_batch2-inf,1.0,0.5420312140453296,0.8717991927662279,0.4163144099722503,0.8717991927662279,1.0,0.5446304762980363,0.4163144099722503,0.12780677623243122,0.8717991927662279,0.4163144099722503,0.5446304762980363,0.8717991927662279,119.14691721842664
albert-base-v2_batch8-train,1.0,0.5396394988487666,0.6251166855463627,0.6251166855463627,0.9248744559537534,0.6251166855463627,0.6251166855463627,0.6251166855463627,0.6251166855463627,0.9248744559537534,0.2778883294133905,0.6251166855463627,0.9248744559537534,92.50244247345861
vit-base-patch16-224_batch2-inf,1.0,0.6072256927349846,1.0,0.9831941656171682,1.0,0.9831941656171682,0.9831941656171682,0.9831941656171682,0.12626666320066535,1.0,0.4725559035920108,0.9831941656171682,0.9831941656171682,122.3660942640039
bert-base-cased_batch16-train,1.0,0.5641207239069931,1.0,1.0,1.0,1.0,0.5717007991984785,1.0,1.0,0.6579126479085039,0.4657730199372706,0.5717007991984785,0.6579126479085039,76.23065720097128
bert-base-cased_batch2-inf,1.0,0.7830737557939177,0.9549529787788213,0.9549529787788213,1.0,0.9549529787788213,0.9549529787788213,0.522181932570728,0.522181932570728,0.7674542959168154,0.45910796711822066,0.7674542959168154,0.9549529787788213,109.24034676571407
bert-base-cased_batch2-train,1.0,0.5300269550357339,0.9095122975323588,0.9095122975323588,0.9095122975323588,0.9095122975323588,0.4980607364592595,0.9095122975323588,0.07944887407799306,1.0,0.19633391028838287,0.4980607364592595,0.9304533960046943,99.59142512302661
vit_h_14_batch2-train,1.0,0.43544763255619906,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.10711609769524714,1.0,0.2742002766949182,71.30982565474154
whisper-large-v2_batch2-inf,1.0,0.3356147277208347,0.825003337460946,0.825003337460946,1.0,0.825003337460946,0.04434000918589089,0.825003337460946,0.04825896926325958,1.0,0.28364828032249734,0.825003337460946,1.0,84.91698260098705
