Threads,Compute (SM) Throughput,DRAM Throughput,Memory Throughput,Registers,Static Shared Memory,PCIe read bandwidth,PCIe write bandwidth,Short_Kernel,avg_Thread,Long_Kernel,ave_Kernel_Length,long/short_Ratio,Type
553926.9706004667,74.0149281116255,18.64197522737946,74.43681006035408,26708054.827996448,13100.163016507255,3.538265507081227,17.83648900668558,68.8477289377289,887078.7368421053,683.3094535519128,315.44092105263127,0.6703296703296703,vit-base-patch16-224_batch32-inf
