Threads,Compute (SM) Throughput,DRAM Throughput,Memory Throughput,Registers,Static Shared Memory,PCIe read bandwidth,PCIe write bandwidth,Short_Kernel,avg_Thread,Long_Kernel,ave_Kernel_Length,long/short_Ratio,Type
496067.9989140645,33.65768151737584,59.00252471417957,78.60977177747729,16690912.72524413,3652.0320770440453,7.184968009820481,37.13651726722484,40.94034782608698,920609.0810810811,348.57717857142893,157.34347297297316,0.6086956521739131,vit_h_14_batch8-train
