Threads,Compute (SM) Throughput,DRAM Throughput,Memory Throughput,Registers,Static Shared Memory,PCIe read bandwidth,PCIe write bandwidth,Short_Kernel,avg_Thread,Long_Kernel,ave_Kernel_Length,long/short_Ratio,Type
4277649.00888219,50.385998213385996,52.11208358723994,82.58865975224239,92390692.05828497,25482.817460549733,3.563917391615611,19.44470847529515,67.69200000000001,3943048.137142857,493.81809756097556,317.28014285714295,1.4137931034482758,albert-base-v2_batch16-train
