Threads,Compute (SM) Throughput,DRAM Throughput,Memory Throughput,Registers,Static Shared Memory,Type
282529.3614028022,53.30323833870383,33.27643892259864,72.11510146261294,13680331.758935945,5646.101384772973,bert-base-cased_batch8-train
