Threads,Compute (SM) Throughput,DRAM Throughput,Memory Throughput,Registers,Static Shared Memory,Type
1066232.9252346018,68.6390471716567,22.729527800328317,73.44034485927287,36176165.92356199,17844.070755387038,wav2vec2-base-960h_batch16-inf
