Threads,Compute (SM) Throughput,DRAM Throughput,Memory Throughput,Registers,Static Shared Memory,Type
835718.6565414541,77.39705851566664,19.506977369375193,80.25152845506604,33046364.645043664,21136.22413125796,bert-base-cased_batch16-inf
