HPworkload,ground truth,random,prediction,_PCIe read bandwidth,_PCIe write bandwidth,_Long_Kernel,_ave_Kernel_Length,_long/short_Ratio,_avg_Thread,sm%,mem%,CPU%,MainMem%,ground truth value
whisper-large-v2_batch8-inf,1.0,0.354045586665589,0.4083991215457931,0.9593278425509489,0.9593278425509489,0.1247370280705411,0.135626827132966,0.135626827132966,0.1247370280705411,0.07902106275912374,0.2400614301260157,1.0,0.135626827132966,63.432861246081565
vit-base-patch16-224_batch8-inf,1.0,0.6798056242471171,0.8475508953643445,0.4331939243083534,0.8213231103535504,0.8475508953643445,0.8475508953643445,0.3821646118146562,0.8475508953643445,0.43300427075440856,0.8475508953643445,0.8674499218624596,0.8719359223002174,164.68619473544885
albert-base-v2_batch2-train,1.0,0.43502399138843967,0.7060050740300098,0.33864794656144115,1.0,0.7060050740300098,0.7060050740300098,0.3089331943954119,0.7060050740300098,0.2409788861793479,0.7060050740300098,0.9327473081304968,0.6881957758535503,100.3471630584049
bert-base-cased_batch8-inf,1.0,0.6568339303070889,0.8492484265236528,0.425570367026222,0.7466199559173542,0.8492484265236528,0.8492484265236528,0.6198710228818003,0.8492484265236528,0.425570367026222,0.8492484265236528,0.7497007093472036,0.7196597669367438,150.99680863628137
wav2vec2-base-960h_batch8-inf,1.0,0.5559086781175122,0.9902907401573539,0.4332363774853572,0.4332363774853572,0.3774295160618522,0.5408816857225652,0.5408816857225652,0.9902907401573539,0.4556389969952503,1.0,0.7896620849932613,0.7068441768316699,120.63426590505317
bert-base-cased_batch8-train,1.0,0.5557416507869043,0.6367572013849245,0.3698120964530976,0.9281510999578694,0.6367572013849245,0.6367572013849245,0.3609877983214358,0.6367572013849245,0.26646397415091333,0.6367572013849245,0.8186076151158612,0.3609877983214358,94.56497148992443
bert-base-cased_batch16-inf,1.0,0.6555158139076859,0.8420659676983189,0.5248421970324572,0.5248421970324572,0.8420659676983189,0.8420659676983189,0.6905420286133422,0.8420659676983189,0.6182396137378569,0.8420659676983189,0.775804652083366,0.7517407404743053,145.3165178952383
vit_h_14_batch8-train,1.0,0.4507306793544413,0.7829341463800602,0.35316340333778196,0.35316340333778196,0.7829341463800602,0.7829341463800602,0.11161524205369235,0.7829341463800602,0.13866097153499876,0.7829341463800602,0.9574444325669773,0.3059275556957955,70.24698151314354
vit-base-patch16-224_batch16-inf,1.0,0.6646507235819973,0.8518809782245322,0.8823843317812649,0.8823843317812649,0.8518809782245322,0.8518809782245322,0.42539566941519485,0.8518809782245322,0.5616891119626276,0.8518809782245322,0.9168759341294026,0.8997625838421885,164.68619473544885
whisper-large-v2_batch16-inf,1.0,0.3018545521470614,0.3350483984690859,0.3164147431222791,1.0,0.3350483984690859,0.3350483984690859,0.16430429476399308,0.3350483984690859,0.11512781327859814,0.3350483984690859,0.3164147431222791,0.16430429476399308,46.115004525352035
wav2vec2-base-960h_batch16-inf,1.0,0.7087802838547814,0.7209556145269895,0.7404341021373785,0.7404341021373785,0.7209556145269895,0.7209556145269895,0.5580567580990071,0.7209556145269895,0.5180715029732726,0.7209556145269895,0.7404341021373785,0.6769869359071918,123.8383918006404
albert-base-v2_batch16-train,1.0,0.5330063025901292,0.6852544651203087,0.45608041232739366,1.0,0.44130907923320595,0.4455637167257315,0.4455637167257315,0.44130907923320595,0.37005402136749815,0.9353966800994905,0.8425494915750965,0.6121217939728244,76.26824051724324
wav2vec2-base-960h_batch2-inf,1.0,0.5186157619093175,0.6357292442147153,0.8717991927662279,0.8717991927662279,0.3217225667668806,0.4236461307417013,0.4236461307417013,0.4163144099722503,0.43033609982218207,0.5446304762980363,0.36577637644896194,0.7058265126335805,119.14691721842664
albert-base-v2_batch8-train,1.0,0.4859431136923431,0.6251166855463627,0.37304928418607514,0.9248744559537534,0.6251166855463627,0.6251166855463627,0.3599723746445445,0.6251166855463627,0.2778883294133905,0.6251166855463627,0.3838404961737837,0.5796021446962236,92.50244247345861
vit-base-patch16-224_batch2-inf,1.0,0.6042206279065179,0.8575595254353239,0.8722178745812824,0.8722178745812824,0.8575595254353239,0.8575595254353239,0.5049830552155878,0.8575595254353239,0.45113416138436896,0.8575595254353239,0.9140425297435947,0.5049830552155878,140.29303667130998
bert-base-cased_batch16-train,1.0,0.4942116553484321,0.8682503512203738,0.4055756522128341,0.4055756522128341,0.3963235710313099,0.40345047326422595,0.40345047326422595,0.3963235710313099,0.40440758814950933,0.4963794196970473,0.41765174423940676,0.5712328876188846,87.79801481660778
