workload,10,20,30,40,50,60,70,80,90,100
vit_h_14_batch8-train,1.1863691400616327,2.390757489179195,3.4247058657496483,4.5666683394389525,5.621100747421089,6.511103757300396,7.5163128768481045,8.233524468722786,9.077080372060548,9.500815660685156
mobilenet_batch16-train,345.5149501661129,329.1139240506329,403.5476718403548,363.00174520069805,337.1931449745253,342.9917550058893,339.2357875116496,368.7009369460623,332.0410490307868,429.87894892235016
vit_h_14_batch16-train,1.2341095679090828,2.485803942457736,3.649296583045308,4.754177047381774,5.831137312069974,6.883705097534914,7.859182450704681,8.918071344570755,9.814164481622033,10.390129377091762
resnet-50_batch16-train,45.776087024868744,80.58891902363425,107.80393899007848,132.47202256391594,147.11528746084673,160.91954022988506,176.84926515243532,190.22733211392736,196.27932057158264,198.0952380952381
bert-base-cased_batch16-train,4.191394993812272,8.211517360988214,12.339851203733868,15.515410915960977,19.07502569373073,22.346906831699858,24.918772320829195,28.059990324141264,31.374670363107715,32.586558044806516
mobilenet_batch2-train,45.4318522216675,50.89485458612975,55.38648813146683,55.8968058968059,53.03030303030303,51.748649417116866,48.62409831685814,54.0701128936423,45.774647887323944,48.80665057656208
resnet-50_batch2-train,25.644638579681555,40.132304299889746,41.762276273519966,43.026004728132385,41.91616766467066,44.29301533219761,46.52351738241309,46.69061056952283,36.76025045445365,45.2286282306163
bert-base-cased_batch8-train,4.0891520333947415,7.9475790928997485,11.81262227909781,15.17810558269696,17.80448450453458,21.303272049441343,23.457257699967013,26.197298403602126,29.039869320588057,29.240211382361455
vit_h_14_batch2-train,1.0414878397711016,2.006106500005511,2.8583095140873827,3.662929941433373,4.3334365103931045,4.972134192984373,5.512812746107711,6.124234470691164,6.604492506441195,6.908856242645105
albert-base-v2_batch2-train,3.9284155390659103,7.448369258548697,10.95241782920866,13.709063214013709,16.324376911724695,18.91316184126317,20.8612097394456,23.14138450929746,24.99968434741986,25.6782694402656
albert-base-v2_batch8-train,4.044813159125478,7.872401492476117,11.749299325639175,14.890184886462341,17.424923085300446,20.760347735824578,23.02075464911334,25.68115244171582,28.051310522163458,29.67588370763072
albert-base-v2_batch16-train,4.114159046827376,8.053353466717,12.053435164078685,15.297123547350202,18.520920856991747,21.43434576740963,23.937267849773008,26.727340802396245,29.627264745789766,31.21636167922497
resnet-50_batch8-train,39.40033555230828,68.9851227139202,90.93180114913814,112.67605633802816,121.98391420911528,130.20926489000178,140.8396208164055,138.82532418001526,148.57142857142856,148.3897268650632
bert-base-cased_batch2-train,3.7676178950432995,7.09471443774388,10.362314668955447,12.896418312914005,15.255412589567765,17.493329563726963,19.027666996607696,21.096372063289117,22.621849507574893,23.23807288304677
mobilenet_batch8-train,177.5609756097561,189.68212610734759,193.2572338731086,213.05238513315774,172.63457434194927,197.66494705403204,167.6260649320746,185.71428571428572,176.4848484848485,237.36550374959242
