workload1,workload2,"(LS10, BE90)","(LS20, BE80)","(LS30, BE70)","(LS40, BE60)","(LS50, BE50)","(LS60, BE40)","(LS70, BE30)","(LS80, BE20)","(LS90, BE10)","(LS100, BE100)"
bert-base-cased_batch16-inf,bert-base-cased_batch16-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(51.04641428704306, 47.97995358103806)"
bert-base-cased_batch16-inf,bert-base-cased_batch8-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(51.380470100898776, 45.66692080620883)"
bert-base-cased_batch16-inf,vit-base-patch16-224_batch8-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(80.73235781734304, 62.4165018970769)"
bert-base-cased_batch16-inf,vit-base-patch16-224_batch2-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(82.44023083264634, 50.51903114186851)"
bert-base-cased_batch16-inf,vit-base-patch16-224_batch16-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(80.75756523349771, 63.8469422617014)"
bert-base-cased_batch16-inf,wav2vec2-base-960h_batch2-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(57.45334278289629, 26.027458521533024)"
bert-base-cased_batch16-inf,wav2vec2-base-960h_batch16-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(51.42292650581214, 33.41850650282794)"
bert-base-cased_batch16-inf,wav2vec2-base-960h_batch8-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(51.816549051774125, 32.38190619262227)"
bert-base-cased_batch16-inf,bert-base-cased_batch2-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(61.332055582175364, 34.45631010679096)"
bert-base-cased_batch8-inf,whisper-large-v2_batch16-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(46.16986647948597, 2.0117387873807124)"
bert-base-cased_batch8-inf,whisper-large-v2_batch8-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(46.58939129297703, 1.9687546250245234)"
bert-base-cased_batch8-inf,whisper-large-v2_batch2-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(51.05752320915111, 1.669090001806747)"
bert-base-cased_batch8-inf,bert-base-cased_batch16-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(46.79496893468708, 49.049353812558394)"
bert-base-cased_batch8-inf,bert-base-cased_batch8-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(48.85024154589372, 46.88409433015554)"
bert-base-cased_batch8-inf,vit-base-patch16-224_batch8-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(78.42180984661904, 63.97546146683463)"
bert-base-cased_batch8-inf,vit-base-patch16-224_batch2-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(79.33688573120189, 52.77426350984999)"
bert-base-cased_batch8-inf,vit-base-patch16-224_batch16-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(77.46946967820975, 65.23590767555189)"
bert-base-cased_batch8-inf,wav2vec2-base-960h_batch2-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(56.01750547045952, 26.1127063890883)"
bert-base-cased_batch8-inf,wav2vec2-base-960h_batch16-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(48.9596773624948, 33.98713802895038)"
bert-base-cased_batch8-inf,wav2vec2-base-960h_batch8-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(49.735257547604746, 32.82386780215442)"
bert-base-cased_batch8-inf,bert-base-cased_batch2-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(56.631171345595355, 37.672558379563924)"
wav2vec2-base-960h_batch2-inf,whisper-large-v2_batch16-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(27.048782669264938, 1.6505480335267568)"
wav2vec2-base-960h_batch2-inf,whisper-large-v2_batch8-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(26.844265602220705, 2.0116305347690604)"
wav2vec2-base-960h_batch2-inf,whisper-large-v2_batch2-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(28.066583610577556, 1.7444663867739965)"
wav2vec2-base-960h_batch2-inf,bert-base-cased_batch16-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(26.21571492223362, 51.306267227462904)"
wav2vec2-base-960h_batch2-inf,bert-base-cased_batch8-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(26.889450165144744, 49.39629104903682)"
wav2vec2-base-960h_batch2-inf,vit-base-patch16-224_batch8-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(41.832956676443715, 64.13177762525739)"
wav2vec2-base-960h_batch2-inf,vit-base-patch16-224_batch2-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(42.879195014578926, 52.343820023303756)"
wav2vec2-base-960h_batch2-inf,vit-base-patch16-224_batch16-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(41.84893365697893, 66.46843745109476)"
wav2vec2-base-960h_batch2-inf,wav2vec2-base-960h_batch2-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(29.735454130154906, 27.14805485586342)"
wav2vec2-base-960h_batch2-inf,wav2vec2-base-960h_batch16-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(27.063812716696752, 35.05522553249159)"
wav2vec2-base-960h_batch2-inf,wav2vec2-base-960h_batch8-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(27.785337179556958, 33.71860606587295)"
wav2vec2-base-960h_batch2-inf,bert-base-cased_batch2-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(32.280111455759425, 38.15247925785588)"
wav2vec2-base-960h_batch16-inf,whisper-large-v2_batch16-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(65.77916992952233, None)"
wav2vec2-base-960h_batch16-inf,whisper-large-v2_batch8-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(65.93406593406593, None)"
wav2vec2-base-960h_batch16-inf,whisper-large-v2_batch2-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(65.56343577620173, None)"
wav2vec2-base-960h_batch16-inf,bert-base-cased_batch16-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(34.110147350820355, 50.18367741519689)"
wav2vec2-base-960h_batch16-inf,bert-base-cased_batch8-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(35.3063768056719, 48.286411178634914)"
wav2vec2-base-960h_batch16-inf,vit-base-patch16-224_batch8-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(53.451690648340374, 64.19345974168728)"
wav2vec2-base-960h_batch16-inf,vit-base-patch16-224_batch2-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(54.43822773325268, 51.53547476173667)"
wav2vec2-base-960h_batch16-inf,vit-base-patch16-224_batch16-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(52.674378951234225, 65.34448516042406)"
wav2vec2-base-960h_batch16-inf,wav2vec2-base-960h_batch2-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(38.75624104009096, 26.777087646652866)"
wav2vec2-base-960h_batch16-inf,wav2vec2-base-960h_batch8-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, 64.56346294937637)"
wav2vec2-base-960h_batch16-inf,bert-base-cased_batch2-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(41.184041184041185, 37.55144032921811)"
wav2vec2-base-960h_batch8-inf,whisper-large-v2_batch16-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(33.67014795178924, 2.0454289775923256)"
wav2vec2-base-960h_batch8-inf,whisper-large-v2_batch8-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(33.83229142153603, 2.001695881232711)"
wav2vec2-base-960h_batch8-inf,whisper-large-v2_batch2-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(36.003731031804506, 1.6094224368118806)"
wav2vec2-base-960h_batch8-inf,bert-base-cased_batch16-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(32.70144601706607, 50.173437718139546)"
wav2vec2-base-960h_batch8-inf,bert-base-cased_batch8-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(33.91930612560985, 48.5019620870793)"
wav2vec2-base-960h_batch8-inf,vit-base-patch16-224_batch8-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(51.12131593653571, 64.24642464246425)"
wav2vec2-base-960h_batch8-inf,vit-base-patch16-224_batch2-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(51.93084718818309, 51.45374449339207)"
wav2vec2-base-960h_batch8-inf,vit-base-patch16-224_batch16-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(50.648548486720195, 65.45709281961472)"
wav2vec2-base-960h_batch8-inf,wav2vec2-base-960h_batch2-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(36.88433745622202, 26.681336817494156)"
wav2vec2-base-960h_batch8-inf,wav2vec2-base-960h_batch16-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(64.51612903225806, None)"
wav2vec2-base-960h_batch8-inf,wav2vec2-base-960h_batch8-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(34.750825894426086, 33.80968978738237)"
wav2vec2-base-960h_batch8-inf,bert-base-cased_batch2-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(40.225960643118746, 37.05113564268494)"
whisper-large-v2_batch16-inf,whisper-large-v2_batch16-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(1.8997735057766107, 1.9089164838192212)"
whisper-large-v2_batch16-inf,whisper-large-v2_batch8-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(1.837170117146298, 1.861055746840447)"
whisper-large-v2_batch16-inf,whisper-large-v2_batch2-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(1.8278308010260775, 1.6264433986518962)"
whisper-large-v2_batch16-inf,bert-base-cased_batch16-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(1.9604239416773876, 60.98420571726928)"
whisper-large-v2_batch16-inf,bert-base-cased_batch8-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, 83.23831242873432)"
whisper-large-v2_batch16-inf,vit-base-patch16-224_batch8-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(3.1125376908861004, 71.85039370078741)"
whisper-large-v2_batch16-inf,vit-base-patch16-224_batch2-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, 64.07021393307734)"
whisper-large-v2_batch16-inf,vit-base-patch16-224_batch16-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(3.6019810895992794, 68.05535324107792)"
whisper-large-v2_batch16-inf,wav2vec2-base-960h_batch2-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, 53.601031497513354)"
whisper-large-v2_batch16-inf,wav2vec2-base-960h_batch16-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, 65.93291951384904)"
whisper-large-v2_batch16-inf,wav2vec2-base-960h_batch8-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(2.0345017589963126, 43.789030170792266)"
whisper-large-v2_batch16-inf,bert-base-cased_batch2-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, 87.09917971662938)"
whisper-large-v2_batch8-inf,whisper-large-v2_batch16-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(1.8410530433078454, 1.916856355576854)"
whisper-large-v2_batch8-inf,whisper-large-v2_batch8-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(1.8106171507820326, 1.8742422119922517)"
whisper-large-v2_batch8-inf,whisper-large-v2_batch2-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(1.8425434569476649, 1.6542644208084862)"
whisper-large-v2_batch8-inf,bert-base-cased_batch16-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(2.14190093708166, 61.921802518223984)"
whisper-large-v2_batch8-inf,bert-base-cased_batch8-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(2.2857142857142856, 84.96708253009858)"
whisper-large-v2_batch8-inf,vit-base-patch16-224_batch8-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(3.113648157758173, 71.36964956768811)"
whisper-large-v2_batch8-inf,vit-base-patch16-224_batch2-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, 67.80448159758505)"
whisper-large-v2_batch8-inf,vit-base-patch16-224_batch16-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(3.090647279879184, 68.13177198022547)"
whisper-large-v2_batch8-inf,wav2vec2-base-960h_batch2-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, 53.655388586706)"
whisper-large-v2_batch8-inf,wav2vec2-base-960h_batch16-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, 65.96578025149454)"
whisper-large-v2_batch8-inf,wav2vec2-base-960h_batch8-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(2.1292876867285493, 43.919556276647924)"
whisper-large-v2_batch8-inf,bert-base-cased_batch2-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, 88.12433982194055)"
whisper-large-v2_batch2-inf,whisper-large-v2_batch16-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(1.5850020815432813, 1.9852834891868993)"
whisper-large-v2_batch2-inf,whisper-large-v2_batch8-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(1.5841516986380366, 2.023696723662822)"
whisper-large-v2_batch2-inf,whisper-large-v2_batch2-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(1.688809787136046, 1.6583936946845916)"
whisper-large-v2_batch2-inf,bert-base-cased_batch16-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(1.708509325613402, 64.34995799071665)"
whisper-large-v2_batch2-inf,bert-base-cased_batch8-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(1.9893074723361932, 84.55496434647266)"
whisper-large-v2_batch2-inf,vit-base-patch16-224_batch8-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(2.6318262994642354, 71.79960043030583)"
whisper-large-v2_batch2-inf,vit-base-patch16-224_batch2-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, 64.30301695661748)"
whisper-large-v2_batch2-inf,vit-base-patch16-224_batch16-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(2.5899160365930074, 68.87401598018693)"
whisper-large-v2_batch2-inf,wav2vec2-base-960h_batch2-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, 53.53693312482752)"
whisper-large-v2_batch2-inf,wav2vec2-base-960h_batch16-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, 65.97938144329896)"
whisper-large-v2_batch2-inf,wav2vec2-base-960h_batch8-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(1.826408202233199, 43.7027164016595)"
whisper-large-v2_batch2-inf,bert-base-cased_batch2-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, 88.09775230049782)"
vit-base-patch16-224_batch8-inf,whisper-large-v2_batch16-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(64.22231997308977, 3.1034994237988203)"
vit-base-patch16-224_batch8-inf,whisper-large-v2_batch8-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(63.479072622412055, 3.05015424075422)"
vit-base-patch16-224_batch8-inf,whisper-large-v2_batch2-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(65.63446205920853, 2.5549310168625445)"
vit-base-patch16-224_batch8-inf,bert-base-cased_batch16-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(62.648159955531575, 78.81640433895103)"
vit-base-patch16-224_batch8-inf,bert-base-cased_batch8-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(64.90652783881546, 77.48955085251775)"
vit-base-patch16-224_batch8-inf,vit-base-patch16-224_batch8-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(78.17182817182818, 78.38926174496645)"
vit-base-patch16-224_batch8-inf,vit-base-patch16-224_batch2-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(76.01421135255723, 56.73758865248227)"
vit-base-patch16-224_batch8-inf,vit-base-patch16-224_batch16-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(75.65099920808683, 76.63287734146901)"
vit-base-patch16-224_batch8-inf,wav2vec2-base-960h_batch2-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(67.74595267745953, 42.29036477256213)"
vit-base-patch16-224_batch8-inf,wav2vec2-base-960h_batch16-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(64.49909806854679, 51.86934628581614)"
vit-base-patch16-224_batch8-inf,wav2vec2-base-960h_batch8-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(64.34176111595465, 50.27643400138217)"
vit-base-patch16-224_batch8-inf,bert-base-cased_batch2-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(69.15287725364287, 66.46181859565266)"
vit-base-patch16-224_batch2-inf,whisper-large-v2_batch16-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(51.40908903629846, 3.059468417362483)"
vit-base-patch16-224_batch2-inf,whisper-large-v2_batch8-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(51.44141079950115, 2.995132909022838)"
vit-base-patch16-224_batch2-inf,whisper-large-v2_batch2-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(52.72248073479779, 2.5312845377731823)"
vit-base-patch16-224_batch2-inf,bert-base-cased_batch16-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(50.96153846153846, 77.29468599033817)"
vit-base-patch16-224_batch2-inf,bert-base-cased_batch8-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(53.98576402797892, 74.85020346694864)"
vit-base-patch16-224_batch2-inf,vit-base-patch16-224_batch8-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(62.78079234494428, 75.06667952055015)"
vit-base-patch16-224_batch2-inf,vit-base-patch16-224_batch2-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(55.290901991409605, 53.95916104592072)"
vit-base-patch16-224_batch2-inf,vit-base-patch16-224_batch16-inf,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(61.92419464539665, 77.06137529483563)"
