w1_Threads,w1_Compute (SM) Throughput,w1_DRAM Throughput,w1_Memory Throughput,w1_Registers,w1_Static Shared Memory,w1_PCIe read bandwidth,w1_PCIe write bandwidth,w1_Short_Kernel,w1_avg_Thread,w1_Long_Kernel,w1_ave_Kernel_Length,w1_long/short_Ratio,w2_Threads,w2_Compute (SM) Throughput,w2_DRAM Throughput,w2_Memory Throughput,w2_Registers,w2_Static Shared Memory,w2_PCIe read bandwidth,w2_PCIe write bandwidth,w2_Short_Kernel,w2_avg_Thread,w2_Long_Kernel,w2_ave_Kernel_Length,w2_long/short_Ratio,workload1,workload2,idx1,idx2
685983.1568651632,64.48368487776888,37.28726363229031,63.330108912994525,22368539.615330108,10949.755000511814,7.674053128347968,45.8404985272155,68.89177536231875,1001165.8452722064,431.4005479452054,144.7173925501433,0.2644927536231884,685983.1568651632,64.48368487776888,37.28726363229031,63.330108912994525,22368539.615330108,10949.755000511814,7.674053128347968,45.8404985272155,68.89177536231875,1001165.8452722064,431.4005479452054,144.7173925501433,0.2644927536231884,albert-base-v2_batch4-train,albert-base-v2_batch4-train,0,0
685983.1568651632,64.48368487776888,37.28726363229031,63.330108912994525,22368539.615330108,10949.755000511814,7.674053128347968,45.8404985272155,68.89177536231875,1001165.8452722064,431.4005479452054,144.7173925501433,0.2644927536231884,321403.49372387805,68.94063933472631,16.380971505511898,69.15212811160453,16463690.915910697,7439.555750717122,4.970990415291147,24.972133812000106,41.29881188118812,561325.5155279504,531.3158333333334,223.9138509316772,0.594059405940594,albert-base-v2_batch4-train,bert-base-cased_batch8-inf,0,1
685983.1568651632,64.48368487776888,37.28726363229031,63.330108912994525,22368539.615330108,10949.755000511814,7.674053128347968,45.8404985272155,68.89177536231875,1001165.8452722064,431.4005479452054,144.7173925501433,0.2644927536231884,433609.84467992425,57.0700600941506,17.092804399867166,53.26075574181553,16058013.73841052,15230.693561487396,8.61241068595606,50.26963320036693,49.73134715025908,355292.44444444444,386.4577966101695,128.5680952380952,0.3056994818652849,albert-base-v2_batch4-train,wav2vec2-base-960h_batch2-inf,0,2
685983.1568651632,64.48368487776888,37.28726363229031,63.330108912994525,22368539.615330108,10949.755000511814,7.674053128347968,45.8404985272155,68.89177536231875,1001165.8452722064,431.4005479452054,144.7173925501433,0.2644927536231884,109686.3558871527,80.57405153349794,12.838127168904558,56.01186382090581,8835599.308909625,6234.131132549218,5.984033920877607,35.283317048542585,91.82514450867052,229053.0331125828,507.5590654205606,190.0227814569538,0.3092485549132948,albert-base-v2_batch4-train,vit-base-patch16-224_batch8-inf,0,3
685983.1568651632,64.48368487776888,37.28726363229031,63.330108912994525,22368539.615330108,10949.755000511814,7.674053128347968,45.8404985272155,68.89177536231875,1001165.8452722064,431.4005479452054,144.7173925501433,0.2644927536231884,270226.21847462544,71.58411662529359,16.757964890563972,71.13546341295469,13244786.852812832,6611.217845498419,6.340558864222144,33.56571535204275,35.20274074074077,444314.27814569534,365.4948087431694,168.6319867549669,0.6777777777777778,albert-base-v2_batch4-train,vit-base-patch16-224_batch16-inf,0,4
685983.1568651632,64.48368487776888,37.28726363229031,63.330108912994525,22368539.615330108,10949.755000511814,7.674053128347968,45.8404985272155,68.89177536231875,1001165.8452722064,431.4005479452054,144.7173925501433,0.2644927536231884,411285.4853574395,58.4276542042436,34.26425178992512,68.37910891218571,15451966.342910131,11099.815030370692,13.858839457826116,81.54363580691262,53.20293209876545,540528.3209169054,442.43680000000006,81.08501432664748,0.0771604938271604,albert-base-v2_batch4-train,albert-base-v2_batch2-train,0,5
685983.1568651632,64.48368487776888,37.28726363229031,63.330108912994525,22368539.615330108,10949.755000511814,7.674053128347968,45.8404985272155,68.89177536231875,1001165.8452722064,431.4005479452054,144.7173925501433,0.2644927536231884,2428812.960946929,30.963804110653168,50.16302369534679,58.82670969280903,50940328.17181209,1033.1054901498949,19.453111171677783,87.47314733819252,30.773706482593035,838256.9556106975,290.2074237288136,51.874601599117376,0.0885354141656662,albert-base-v2_batch4-train,whisper-large-v2_batch4-inf,0,6
685983.1568651632,64.48368487776888,37.28726363229031,63.330108912994525,22368539.615330108,10949.755000511814,7.674053128347968,45.8404985272155,68.89177536231875,1001165.8452722064,431.4005479452054,144.7173925501433,0.2644927536231884,407273.6437354477,71.71888252706013,17.28196639963645,63.66662208308519,15566445.000576952,10410.317650169076,7.800874923826927,40.96898586755094,30.858714765100608,452309.1958465532,730.4021149897334,129.1216613787137,0.1634228187919463,albert-base-v2_batch4-train,whisper-large-v2_batch2-inf,0,7
685983.1568651632,64.48368487776888,37.28726363229031,63.330108912994525,22368539.615330108,10949.755000511814,7.674053128347968,45.8404985272155,68.89177536231875,1001165.8452722064,431.4005479452054,144.7173925501433,0.2644927536231884,4277649.00888219,50.385998213386,52.11208358723994,82.58865975224239,92390692.05828495,25482.817460549733,3.563917391615611,19.44470847529515,67.69200000000001,3943048.137142857,493.8180975609756,317.28014285714295,1.4137931034482758,albert-base-v2_batch4-train,albert-base-v2_batch16-train,0,8
685983.1568651632,64.48368487776888,37.28726363229031,63.330108912994525,22368539.615330108,10949.755000511814,7.674053128347968,45.8404985272155,68.89177536231875,1001165.8452722064,431.4005479452054,144.7173925501433,0.2644927536231884,835718.6565414541,77.39705851566664,19.506977369375196,80.25152845506604,33046364.645043664,21136.22413125796,3.6494946761174094,16.83328335893147,48.92019607843135,1092430.4197530863,735.2546666666666,303.11814814814807,0.5882352941176471,albert-base-v2_batch4-train,bert-base-cased_batch16-inf,0,9
