w1_PCIe read bandwidth,w1_PCIe write bandwidth,w1_Long_Kernel,w1_ave_Kernel_Length,w1_long/short_Ratio,w1_avg_Thread,w2_PCIe read bandwidth,w2_PCIe write bandwidth,w2_Long_Kernel,w2_ave_Kernel_Length,w2_long/short_Ratio,w2_avg_Thread,workload1,workload2,idx1,idx2,w1throughput,w2throughput,w1exclusive_throughput,w2exclusive_throughput,w1sm%,w2sm%,w1mem%,w2mem%,w1CPU%,w2CPU%,w1MainMem%,w2MainMem%
7.800874923826927,40.96898586755094,730.4021149897334,129.1216613787137,0.1634228187919463,452309.1958465532,11.747958573804285,54.63636430911887,386.6198204667865,90.94675150128678,0.1894557823129251,1702684.6199599656,whisper-large-v2_batch2-inf,whisper-large-v2_batch8-inf,7,23,0.95585192305125,3.1421541302185334,1.7085028704506966,10.73243670597552,37.63403263403264,45.11811023622048,16.834498834498834,19.79265091863517,167.40575221238944,125.26545454545456,5.210442477876111,5.3417878787879065
8.184533875923885,49.532910362287154,387.3094444444444,134.05515527950303,0.288,235870.8074534161,9.910998486903791,57.24124716144934,521.1402941176472,108.69638297872348,0.1915492957746478,677125.4468085107,bert-base-cased_batch2-inf,wav2vec2-base-960h_batch8-inf,15,16,29.918032786885245,55.35159559446485,84.1300191204589,66.49987894439512,92.5,18.24,40.0,6.6,172.04833333333332,387.6431818181818,0.9183333333333332,1.492272727272728
8.184533875923885,49.532910362287154,387.3094444444444,134.05515527950303,0.288,235870.8074534161,6.105285906720775,36.68375615566179,377.158566878981,182.8024864864865,0.7370892018779343,282891.7351351351,bert-base-cased_batch2-inf,vit_h_14_batch2-train,15,19,85.76883536495814,7.033997655334115,84.1300191204589,6.908856242645105,92.5,97.51923076923076,40.0,47.9423,172.04833333333332,215.61129032258071,0.9183333333333332,1.463225806451613
8.61241068595606,50.26963320036693,386.4577966101695,128.5680952380952,0.3056994818652849,355292.44444444444,7.601395971866045,45.94715083457058,329.7787323943663,143.709051724138,0.4409937888198758,210461.93103448275,wav2vec2-base-960h_batch2-inf,bert-base-cased_batch2-train,2,18,36.025998142989785,13.576580398812048,17.806821914492676,23.23807288304677,17.464285714285715,97.27272727272728,5.428571428571429,47.76623376623377,686.1577777777779,144.3622222222222,1.3266666666666669,1.152222222222222
8.61241068595606,50.26963320036693,386.4577966101695,128.5680952380952,0.3056994818652849,355292.44444444444,3.6494946761174094,16.83328335893147,735.2546666666666,303.11814814814807,0.5882352941176471,1092430.4197530863,wav2vec2-base-960h_batch2-inf,bert-base-cased_batch16-inf,2,9,14.920679292752814,88.95150695885611,17.806821914492676,99.82511698255897,17.464285714285715,97.0,5.428571428571429,38.0,686.1577777777779,113.78777777777778,1.3266666666666669,1.162962962962963
4.970990415291147,24.972133812000106,531.3158333333334,223.9138509316772,0.594059405940594,561325.5155279504,7.184968009820481,37.13651726722484,348.57717857142893,157.34347297297316,0.6086956521739131,920609.0810810812,bert-base-cased_batch8-inf,vit_h_14_batch8-train,1,27,61.26891704041755,5.9886643139771145,98.34844157456848,9.500815660685156,96.0,96.99371069182388,38.0,32.52201,95.984,146.7843030303031,1.1133333333333333,1.4830909090909123
13.858839457826116,81.54363580691262,442.43680000000006,81.08501432664748,0.0771604938271604,540528.3209169054,3.563917391615611,19.44470847529515,493.8180975609756,317.28014285714295,1.4137931034482758,3943048.137142857,albert-base-v2_batch2-train,albert-base-v2_batch16-train,5,8,5.291518333310246,28.69084237968468,25.6782694402656,31.21636167922497,97.0,97.3793103448276,43.0,45.672413793103445,126.564375,104.47540816326531,0.9618749999999996,1.0005102040816338
16.633334067861327,94.01533167994236,221.6318055555556,68.02083885209711,0.1889763779527559,61662.94039735099,6.105285906720775,36.68375615566179,377.158566878981,182.8024864864865,0.7370892018779343,282891.7351351351,vit-base-patch16-224_batch2-inf,vit_h_14_batch2-train,14,19,56.58366437360721,6.707317073170732,63.42342342342342,6.908856242645105,29.454545454545453,97.51923076923076,4.181818181818182,47.9423,724.74375,215.61129032258071,1.19375,1.463225806451613
16.633334067861327,94.01533167994236,221.6318055555556,68.02083885209711,0.1889763779527559,61662.94039735099,7.601395971866045,45.94715083457058,329.7787323943663,143.709051724138,0.4409937888198758,210461.93103448275,vit-base-patch16-224_batch2-inf,bert-base-cased_batch2-train,14,18,49.6261046906866,21.2018567306486,63.42342342342342,23.23807288304677,29.454545454545453,97.27272727272728,4.181818181818182,47.76623376623377,724.74375,144.3622222222222,1.19375,1.152222222222222
4.970990415291147,24.972133812000106,531.3158333333334,223.9138509316772,0.594059405940594,561325.5155279504,3.6494946761174094,16.83328335893147,735.2546666666666,303.11814814814807,0.5882352941176471,1092430.4197530863,bert-base-cased_batch8-inf,bert-base-cased_batch16-inf,1,9,40.41189042160482,72.32534018607676,98.34844157456848,99.82511698255897,96.0,97.0,38.0,38.0,95.984,113.78777777777778,1.1133333333333333,1.162962962962963
7.800874923826927,40.96898586755094,730.4021149897334,129.1216613787137,0.1634228187919463,452309.1958465532,3.6494946761174094,16.83328335893147,735.2546666666666,303.11814814814807,0.5882352941176471,1092430.4197530863,whisper-large-v2_batch2-inf,bert-base-cased_batch16-inf,7,9,1.5092631022903067,83.40771949869675,1.7085028704506966,99.82511698255897,37.63403263403264,97.0,16.834498834498834,38.0,167.40575221238944,113.78777777777778,5.210442477876111,1.162962962962963
7.800874923826927,40.96898586755094,730.4021149897334,129.1216613787137,0.1634228187919463,452309.1958465532,5.262102626088674,28.706094690685045,442.0544943820222,203.8333620689655,0.6223776223776224,429556.5517241379,whisper-large-v2_batch2-inf,bert-base-cased_batch8-train,7,26,2.049959846147344,17.656191857108027,1.7085028704506966,29.24021138236145,37.63403263403264,96.7,16.834498834498834,45.2,167.40575221238944,110.38627450980394,5.210442477876111,1.20764705882353
4.970990415291147,24.972133812000106,531.3158333333334,223.9138509316772,0.594059405940594,561325.5155279504,13.858839457826116,81.54363580691262,442.43680000000006,81.08501432664748,0.0771604938271604,540528.3209169054,bert-base-cased_batch8-inf,albert-base-v2_batch2-train,1,5,83.86888306466089,9.729663156598312,98.34844157456848,25.6782694402656,96.0,97.0,38.0,43.0,95.984,126.564375,1.1133333333333333,0.9618749999999996
4.1792392742926765,20.82503205054419,589.4399999999997,266.5920600858368,0.6068965517241379,790413.8712446352,7.184968009820481,37.13651726722484,348.57717857142893,157.34347297297316,0.6086956521739131,920609.0810810812,bert-base-cased_batch16-train,vit_h_14_batch8-train,24,27,19.930348128921175,4.978957975223757,32.58655804480652,9.500815660685156,97.01724137931036,96.99371069182388,42.82758620689656,32.52201,101.64712765957448,146.7843030303031,1.2172340425531931,1.4830909090909123
16.633334067861327,94.01533167994236,221.6318055555556,68.02083885209711,0.1889763779527559,61662.94039735099,5.262102626088674,28.706094690685045,442.0544943820222,203.8333620689655,0.6223776223776224,429556.5517241379,vit-base-patch16-224_batch2-inf,bert-base-cased_batch8-train,14,26,30.084483824438493,30.13044277053096,63.42342342342342,29.24021138236145,29.454545454545453,96.7,4.181818181818182,45.2,724.74375,110.38627450980394,1.19375,1.20764705882353
5.984033920877607,35.283317048542585,507.5590654205606,190.0227814569538,0.3092485549132948,229053.0331125828,6.105285906720775,36.68375615566179,377.158566878981,182.8024864864865,0.7370892018779343,282891.7351351351,vit-base-patch16-224_batch8-inf,vit_h_14_batch2-train,3,19,65.43600661082944,5.873819043912105,79.59099074202018,6.908856242645105,27.05555555555556,97.51923076923076,6.055555555555555,47.9423,392.2815789473684,215.61129032258071,1.428421052631579,1.463225806451613
13.858839457826116,81.54363580691262,442.43680000000006,81.08501432664748,0.0771604938271604,540528.3209169054,7.810020991419311,42.83362266593558,713.7641538461538,139.9536170212766,0.1815642458100558,1342018.5721040189,albert-base-v2_batch2-train,wav2vec2-base-960h_batch16-inf,5,21,7.720493621401698,61.38835783505834,25.6782694402656,126.2100232814606,97.0,21.0,43.0,7.98,126.564375,276.49724999999995,0.9618749999999996,1.5592499999999991
8.61241068595606,50.26963320036693,386.4577966101695,128.5680952380952,0.3056994818652849,355292.44444444444,6.340558864222144,33.56571535204275,365.4948087431694,168.6319867549669,0.6777777777777778,444314.27814569534,wav2vec2-base-960h_batch2-inf,vit-base-patch16-224_batch16-inf,2,4,42.27573239522048,76.87118482320615,17.806821914492676,81.32013201320132,17.464285714285715,29.0,5.428571428571429,6.026315789473684,686.1577777777779,272.6894117647059,1.3266666666666669,1.512941176470588
5.984033920877607,35.283317048542585,507.5590654205606,190.0227814569538,0.3092485549132948,229053.0331125828,16.633334067861327,94.01533167994236,221.6318055555556,68.02083885209711,0.1889763779527559,61662.94039735099,vit-base-patch16-224_batch8-inf,vit-base-patch16-224_batch2-inf,3,14,77.98364212986147,61.59628967231502,79.59099074202018,63.42342342342342,27.05555555555556,29.454545454545453,6.055555555555555,4.181818181818182,392.2815789473684,724.74375,1.428421052631579,1.19375
3.6494946761174094,16.83328335893147,735.2546666666666,303.11814814814807,0.5882352941176471,1092430.4197530863,4.1792392742926765,20.82503205054419,589.4399999999997,266.5920600858368,0.6068965517241379,790413.8712446352,bert-base-cased_batch16-inf,bert-base-cased_batch16-train,9,24,61.84720880051893,16.663697531963876,99.82511698255897,32.58655804480652,97.0,97.01724137931036,38.0,42.82758620689656,113.78777777777778,101.64712765957448,1.162962962962963,1.2172340425531931
